date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
"2024-12-31","252.44","253.28","249.43","250.42","250.14","39480718","39480718","-2.02","-0.80019","251.3925","December 31, 24","-0.0080019",
"2024-02-23","185.01","185.04","182.23","182.52","181.66","45119700","45119700","-2.49","-1.35","183.7","February 23, 24","-0.0135",
"2024-02-22","183.48","184.96","182.46","184.37","183.5","52292208","52292208","0.89","0.48507","183.8175","February 22, 24","0.0048507",
"2024-02-21","181.94","182.89","180.66","182.32","181.46","41529700","41529700","0.38","0.20886","181.9525","February 21, 24","0.0020886",
"2024-02-20","181.79","182.43","180","181.56","180.71","53665600","53665600","-0.23","-0.12652","181.445","February 20, 24","-0.0012652",
"2024-02-16","183.42","184.85","181.67","182.31","181.45","49752465","49752465","-1.11","-0.60517","183.0625","February 16, 24","-0.0060517",
"2024-02-15","183.55","184.49","181.35","183.86","183","65434500","65434500","0.31","0.16889","183.3125","February 15, 24","0.0016889",
"2024-02-14","185.32","185.53","182.44","184.15","183.28","54630517","54630517","-1.17","-0.63134","184.36","February 14, 24","-0.0063134",
"2024-02-13","185.77","186.21","183.51","185.04","184.17","56529529","56529529","-0.73","-0.39296","185.1325","February 13, 24","-0.0039296",
"2024-02-12","188.42","188.67","186.79","187.15","186.27","41781934","41781934","-1.26","-0.67403","187.7575","February 12, 24","-0.0067403",
"2024-02-09","188.65","189.99","188","188.85","187.96","45155216","45155216","0.2","0.10602","188.8725","February 09, 24","0.0010602",
"2024-02-08","189.39","189.54","187.35","188.32","187.2","40962046","40962046","-1.06","-0.56497","188.65","February 08, 24","-0.0056497",
"2024-02-07","190.64","191.05","188.61","189.41","188.28","53439000","53439000","-1.23","-0.6452","189.9275","February 07, 24","-0.006452",
"2024-02-06","186.86","189.31","186.77","189.3","188.17","43490800","43490800","2.44","1.31","188.06","February 06, 24","0.0131",
"2024-02-05","188.15","189.25","185.84","187.68","186.56","69668820","69668820","-0.47","-0.2498","187.73","February 05, 24","-0.002498",
"2024-02-02","179.86","187.33","179.25","185.85","184.74","102551680","102551680","5.99","3.33","183.0725","February 02, 24","0.0333",
"2024-02-01","183.99","186.95","183.82","186.86","185.74","64885408","64885408","2.88","1.56","185.405","February 01, 24","0.0156",
"2024-01-31","187.04","187.1","184.35","184.4","183.3","55467803","55467803","-2.64","-1.41","185.7225","January 31, 24","-0.0141",
"2024-01-30","190.94","191.8","187.47","188.04","186.92","55859400","55859400","-2.9","-1.52","189.5625","January 30, 24","-0.0152",
"2024-01-29","192.01","192.2","189.58","191.73","190.59","47145622","47145622","-0.28","-0.14583","191.38","January 29, 24","-0.0014583",
"2024-01-26","194.27","194.76","191.94","192.42","191.27","44594011","44594011","-1.85","-0.95228","193.3475","January 26, 24","-0.0095228",
"2024-01-25","195.22","196.27","193.11","194.17","193.01","54822126","54822126","-1.05","-0.53785","194.6925","January 25, 24","-0.0053785",
"2024-01-24","195.42","196.38","194.34","194.5","193.34","53631316","53631316","-0.92","-0.47078","195.16","January 24, 24","-0.0047078",
"2024-01-23","195.02","195.75","193.83","195.18","194.02","42355600","42355600","0.16","0.08204287","194.945","January 23, 24","0.0008204287",
"2024-01-22","192.3","195.33","192.26","193.89","192.73","60133900","60133900","1.59","0.82683","193.445","January 22, 24","0.0082683",
"2024-01-19","189.33","191.95","188.82","191.56","190.42","68902985","68902985","2.23","1.18","190.415","January 19, 24","0.0118",
"2024-01-18","186.09","189.14","185.83","188.63","187.5","78005800","78005800","2.54","1.36","187.4225","January 18, 24","0.0136",
"2024-01-17","181.27","182.93","180.3","182.68","181.59","47317433","47317433","1.41","0.77785","181.795","January 17, 24","0.0077785",
"2024-01-16","182.16","184.26","180.93","183.63","182.53","65603041","65603041","1.47","0.80698","182.745","January 16, 24","0.0080698",
"2024-01-12","186.06","186.74","185.19","185.92","184.81","40477782","40477782","-0.14","-0.07524454","185.9775","January 12, 24","-0.0007524454",
"2024-01-11","186.54","187.05","183.62","185.59","184.48","49128408","49128408","-0.95","-0.50927","185.7","January 11, 24","-0.0050927",
"2024-01-10","184.35","186.4","183.92","186.19","185.08","46792908","46792908","1.84","0.9981","185.215","January 10, 24","0.009981",
"2024-01-09","183.92","185.15","182.73","185.14","184.04","42841809","42841809","1.22","0.66333","184.235","January 09, 24","0.0066333",
"2024-01-08","182.09","185.6","181.5","185.56","184.45","59144500","59144500","3.47","1.91","183.6875","January 08, 24","0.0191",
"2024-01-05","181.99","182.76","180.17","181.18","180.1","62379661","62379661","-0.81","-0.44508","181.525","January 05, 24","-0.0044508",
"2024-01-04","182.15","183.09","180.88","181.91","180.82","71983600","71983600","-0.24","-0.13176","182.0075","January 04, 24","-0.0013176",
"2024-01-03","184.22","185.88","183.43","184.25","183.15","58414500","58414500","0.03","0.01628488","184.445","January 03, 24","0.0001628488",
"2024-01-02","187.15","188.44","183.89","185.64","184.53","82488700","82488700","-1.51","-0.80684","186.28","January 02, 24","-0.0080684",
"2023-12-29","193.9","194.4","191.73","192.53","191.38","42672148","42672148","-1.37","-0.70655","193.14","December 29, 23","-0.0070655",
"2023-12-28","194.14","194.66","193.17","193.58","192.42","34049900","34049900","-0.56","-0.28845","193.8875","December 28, 23","-0.0028845",
"2023-12-27","192.49","193.5","191.09","193.15","192","48087700","48087700","0.66","0.34287","192.5575","December 27, 23","0.0034287",
"2023-12-26","193.61","193.89","192.83","193.05","191.9","28919310","28919310","-0.56","-0.28924","193.345","December 26, 23","-0.0028924",
"2023-12-22","195.18","195.41","192.97","193.6","192.44","37149570","37149570","-1.58","-0.80951","194.29","December 22, 23","-0.0080951",
"2023-12-21","196.1","197.08","193.5","194.68","193.52","46482549","46482549","-1.42","-0.72412","195.34","December 21, 23","-0.0072412",
"2023-12-20","196.9","197.68","194.83","194.83","193.67","52242815","52242815","-2.07","-1.05","196.06","December 20, 23","-0.0105",
"2023-12-19","196.16","196.95","195.89","196.94","195.76","40714100","40714100","0.78","0.39763","196.485","December 19, 23","0.0039763",
"2023-12-18","196.09","196.63","194.39","195.89","194.72","55751900","55751900","-0.2","-0.10199","195.75","December 18, 23","-0.0010199",
"2023-12-15","197.53","198.4","197","197.57","196.39","128538401","128538401","0.04","0.02025009","197.625","December 15, 23","0.0002025009",
"2023-12-14","198.02","199.62","196.16","198.11","196.93","66831600","66831600","0.09","0.04544995","197.9775","December 14, 23","0.0004544995",
"2023-12-13","195.09","198","194.85","197.96","196.78","70404200","70404200","2.87","1.47","196.475","December 13, 23","0.0147",
"2023-12-12","193.08","194.72","191.72","194.71","193.55","52696900","52696900","1.63","0.84421","193.5575","December 12, 23","0.0084421",
"2023-12-11","193.11","193.49","191.42","193.18","192.03","60943700","60943700","0.07","0.03624877","192.8","December 11, 23","0.0003624877",
"2023-12-08","194.2","195.99","193.67","195.71","194.54","53406358","53406358","1.51","0.77755","194.8925","December 08, 23","0.0077755",
"2023-12-07","193.63","195","193.59","194.27","193.11","47477700","47477700","0.64","0.33053","194.1225","December 07, 23","0.0033053",
"2023-12-06","194.45","194.76","192.11","192.32","191.17","41089737","41089737","-2.13","-1.1","193.41","December 06, 23","-0.011",
"2023-12-05","190.21","194.4","190.18","193.42","192.27","66628400","66628400","3.21","1.69","192.0525","December 05, 23","0.0169",
"2023-12-04","189.98","190.05","187.45","189.43","188.3","43389519","43389519","-0.55","-0.2895","189.2275","December 04, 23","-0.002895",
"2023-12-01","190.33","191.56","189.23","191.24","190.1","45704823","45704823","0.91","0.47812","190.59","December 01, 23","0.0047812",
"2023-11-30","189.84","190.32","188.19","189.95","188.82","48794400","48794400","0.11","0.05794353","189.575","November 30, 23","0.0005794353",
"2023-11-29","190.9","192.09","188.97","189.37","188.24","43014224","43014224","-1.53","-0.80147","190.3325","November 29, 23","-0.0080147",
"2023-11-28","189.78","191.08","189.4","190.4","189.26","38415419","38415419","0.62","0.32669","190.165","November 28, 23","0.0032669",
"2023-11-27","189.92","190.67","188.9","189.79","188.66","40552609","40552609","-0.13","-0.06844987","189.82","November 27, 23","-0.0006844987",
"2023-11-24","190.87","190.9","189.25","189.97","188.84","24048344","24048344","-0.9","-0.47153","190.2475","November 24, 23","-0.0047153",
"2023-11-22","191.49","192.93","190.83","191.31","190.17","39630011","39630011","-0.18","-0.09399969","191.64","November 22, 23","-0.0009399969",
"2023-11-21","191.41","191.52","189.74","190.64","189.5","38134500","38134500","-0.77","-0.40228","190.8275","November 21, 23","-0.0040228",
"2023-11-20","189.89","191.91","189.88","191.45","190.31","46538614","46538614","1.56","0.82153","190.7825","November 20, 23","0.0082153",
"2023-11-17","190.25","190.38","188.57","189.69","188.56","50941404","50941404","-0.56","-0.29435","189.7225","November 17, 23","-0.0029435",
"2023-11-16","189.57","190.96","188.65","189.71","188.58","54412915","54412915","0.14","0.07385135","189.7225","November 16, 23","0.0007385135",
"2023-11-15","187.85","189.5","187.78","188.01","186.89","53790500","53790500","0.165","0.08517434","188.285","November 15, 23","0.0008517434",
"2023-11-14","187.7","188.11","186.3","187.44","186.32","60108400","60108400","-0.26","-0.13852","187.3875","November 14, 23","-0.0013852",
"2023-11-13","185.82","186.03","184.21","184.8","183.7","43627519","43627519","-1.02","-0.54892","185.215","November 13, 23","-0.0054892",
"2023-11-10","183.97","186.57","183.53","186.4","185.29","66177922","66177922","2.43","1.32","185.1175","November 10, 23","0.0132",
"2023-11-09","182.96","184.12","181.81","182.41","181.08","53763540","53763540","-0.55","-0.30061","182.825","November 09, 23","-0.0030061",
"2023-11-08","182.35","183.45","181.59","182.89","181.56","49340300","49340300","0.54","0.29613","182.57","November 08, 23","0.0029613",
"2023-11-07","179.18","182.44","178.97","181.82","180.5","70530000","70530000","2.64","1.47","180.6025","November 07, 23","0.0147",
"2023-11-06","176.38","179.43","176.21","179.23","177.93","63841310","63841310","2.85","1.62","177.8125","November 06, 23","0.0162",
"2023-11-03","174.24","176.82","173.35","176.65","175.36","79829246","79829246","2.41","1.38","175.265","November 03, 23","0.0138",
"2023-11-02","175.52","177.78","175.46","177.57","176.28","77334800","77334800","2.05","1.17","176.5825","November 02, 23","0.0117",
"2023-11-01","171","174.23","170.12","173.97","172.7","56934906","56934906","2.97","1.74","172.33","November 01, 23","0.0174",
"2023-10-31","169.35","170.9","167.9","170.77","169.53","44846017","44846017","1.42","0.8385","169.73","October 31, 23","0.008385",
"2023-10-30","169.02","171.17","168.87","170.29","169.05","51131000","51131000","1.27","0.75139","169.8375","October 30, 23","0.0075139",
"2023-10-27","166.91","168.96","166.83","168.22","167","58499129","58499129","1.31","0.78485","167.73","October 27, 23","0.0078485",
"2023-10-26","170.37","171.38","165.67","166.89","165.68","70625300","70625300","-3.48","-2.04","168.5775","October 26, 23","-0.0204",
"2023-10-25","171.88","173.06","170.65","171.1","169.86","57157000","57157000","-0.78","-0.4538","171.6725","October 25, 23","-0.004538",
"2023-10-24","173.05","173.67","171.45","173.44","172.18","43816644","43816644","0.39","0.22537","172.9025","October 24, 23","0.0022537",
"2023-10-23","170.91","174.01","169.93","173","171.74","55980109","55980109","2.09","1.22","171.9625","October 23, 23","0.0122",
"2023-10-20","175.31","175.42","172.64","172.88","171.62","64244028","64244028","-2.43","-1.39","174.0625","October 20, 23","-0.0139",
"2023-10-19","176.04","177.84","175.19","175.46","174.18","59302900","59302900","-0.58","-0.32947","176.1325","October 19, 23","-0.0032947",
"2023-10-18","175.58","177.58","175.11","175.84","174.56","54764400","54764400","0.26","0.14808","176.0275","October 18, 23","0.0014808",
"2023-10-17","176.65","178.42","174.8","177.15","175.86","57549400","57549400","0.505","0.28305","176.755","October 17, 23","0.0028305",
"2023-10-16","176.75","179.08","176.51","178.72","177.42","52517000","52517000","1.97","1.11","177.765","October 16, 23","0.0111",
"2023-10-13","181.42","181.93","178.14","178.85","177.55","51456082","51456082","-2.57","-1.42","180.085","October 13, 23","-0.0142",
"2023-10-12","180.07","182.34","179.04","180.71","179.4","56743119","56743119","0.64","0.35542","180.54","October 12, 23","0.0035542",
"2023-10-11","178.2","179.85","177.6","179.8","178.49","47551100","47551100","1.6","0.89787","178.8625","October 11, 23","0.0089787",
"2023-10-10","178.1","179.72","177.95","178.39","177.09","43698019","43698019","0.29","0.16283","178.54","October 10, 23","0.0016283",
"2023-10-09","176.81","179.05","175.8","178.99","177.69","42390800","42390800","2.18","1.23","177.6625","October 09, 23","0.0123",
"2023-10-06","173.8","177.99","173.18","177.49","176.2","57266675","57266675","3.69","2.12","175.615","October 06, 23","0.0212",
"2023-10-05","173.79","175.45","172.68","174.91","173.64","48527918","48527918","1.12","0.64446","174.2075","October 05, 23","0.0064446",
"2023-10-04","171.09","174.21","170.97","173.66","172.4","53020300","53020300","2.57","1.5","172.4825","October 04, 23","0.015",
"2023-10-03","172.26","173.63","170.82","172.4","171.15","49594613","49594613","0.145","0.0812725","172.2775","October 03, 23","0.000812725",
"2023-10-02","171.22","174.3","170.93","173.75","172.49","52164535","52164535","2.53","1.48","172.55","October 02, 23","0.0148",
"2023-09-29","172.02","173.07","170.34","171.21","169.96","51861083","51861083","-0.81","-0.47088","171.66","September 29, 23","-0.0047088",
"2023-09-28","169.34","172.03","167.62","170.69","169.45","56294419","56294419","1.35","0.79721","169.92","September 28, 23","0.0079721",
"2023-09-27","172.62","173.04","169.05","170.43","169.19","66921808","66921808","-2.19","-1.27","171.285","September 27, 23","-0.0127",
"2023-09-26","174.82","175.2","171.66","171.96","170.71","64588945","64588945","-2.86","-1.64","173.41","September 26, 23","-0.0164",
"2023-09-25","174.2","176.97","174.15","176.08","174.8","46172740","46172740","1.88","1.08","175.35","September 25, 23","0.0108",
"2023-09-22","174.67","177.08","174.05","174.79","173.52","56725400","56725400","0.12","0.06870098","175.1475","September 22, 23","0.0006870098",
"2023-09-21","174.55","176.3","173.86","173.93","172.66","63149116","63149116","-0.62","-0.3552","174.66","September 21, 23","-0.003552",
"2023-09-20","179.26","179.7","175.4","175.49","174.21","58436200","58436200","-3.77","-2.1","177.4625","September 20, 23","-0.021",
"2023-09-19","177.52","179.63","177.13","179.07","177.77","51826941","51826941","1.55","0.87314","178.3375","September 19, 23","0.0087314",
"2023-09-18","176.48","179.38","176.17","177.97","176.68","67257600","67257600","1.49","0.84429","177.5","September 18, 23","0.0084429",
"2023-09-15","176.48","176.5","173.82","175.01","173.74","109259461","109259461","-1.47","-0.83296","175.4525","September 15, 23","-0.0083296",
"2023-09-14","174","176.1","173.58","175.74","174.46","60895800","60895800","1.74","1","174.855","September 14, 23","0.01",
"2023-09-13","176.51","177.3","173.98","174.21","172.94","84267928","84267928","-2.3","-1.3","175.5","September 13, 23","-0.013",
"2023-09-12","179.49","180.13","174.82","176.3","175.02","90370200","90370200","-3.19","-1.78","177.685","September 12, 23","-0.0178",
"2023-09-11","180.07","180.3","177.34","179.36","178.05","58953100","58953100","-0.71","-0.39429","179.2675","September 11, 23","-0.0039429",
"2023-09-08","178.35","180.24","177.79","178.18","176.88","65602066","65602066","-0.17","-0.09531819","178.64","September 08, 23","-0.0009531819",
"2023-09-07","175.18","178.21","173.54","177.56","176.27","112488803","112488803","2.38","1.36","176.1225","September 07, 23","0.0136",
"2023-09-06","188.4","188.85","181.47","182.91","181.58","81755816","81755816","-5.49","-2.91","185.4075","September 06, 23","-0.0291",
"2023-09-05","188.28","189.98","187.61","189.7","188.32","45280027","45280027","1.42","0.7542","188.8925","September 05, 23","0.007542",
"2023-09-01","189.49","189.92","188.28","189.46","188.08","45766503","45766503","-0.025","-0.01583197","189.2875","September 01, 23","-0.0001583197",
"2023-08-31","187.84","189.12","187.48","187.87","186.5","60794500","60794500","0.03","0.01597104","188.0775","August 31, 23","0.0001597104",
"2023-08-30","184.94","187.85","184.74","187.65","186.28","60813900","60813900","2.71","1.47","186.295","August 30, 23","0.0147",
"2023-08-29","179.7","184.9","179.5","184.12","182.78","53003948","53003948","4.43","2.46","182.055","August 29, 23","0.0246",
"2023-08-28","180.09","180.59","178.55","180.19","178.88","43820700","43820700","0.1","0.05552779","179.855","August 28, 23","0.0005552779",
"2023-08-25","177.38","179.15","175.82","178.61","177.31","51449600","51449600","1.23","0.69343","177.74","August 25, 23","0.0069343",
"2023-08-24","180.67","181.1","176.01","176.38","175.1","54945800","54945800","-4.29","-2.37","178.54","August 24, 23","-0.0237",
"2023-08-23","178.52","181.55","178.33","181.12","179.8","52722800","52722800","2.6","1.46","179.88","August 23, 23","0.0146",
"2023-08-22","177.06","177.68","176.25","177.23","175.94","42084245","42084245","0.17","0.09601265","177.055","August 22, 23","0.0009601265",
"2023-08-21","175.07","176.13","173.74","175.84","174.56","46311900","46311900","0.77","0.43982","175.195","August 21, 23","0.0043982",
"2023-08-18","172.3","175.1","171.96","174.49","173.22","61172150","61172150","2.19","1.27","173.4625","August 18, 23","0.0127",
"2023-08-17","177.14","177.51","173.48","174","172.73","66062900","66062900","-3.14","-1.77","175.5325","August 17, 23","-0.0177",
"2023-08-16","177.13","178.54","176.5","176.57","175.29","46964900","46964900","-0.56","-0.31615","177.185","August 16, 23","-0.0031615",
"2023-08-15","178.88","179.48","177.05","177.45","176.16","43622600","43622600","-1.43","-0.79942","178.215","August 15, 23","-0.0079942",
"2023-08-14","177.97","179.69","177.31","179.46","178.15","43675627","43675627","1.49","0.83722","178.6075","August 14, 23","0.0083722",
"2023-08-11","177.32","178.62","176.55","177.79","176.5","52036672","52036672","0.47","0.26506","177.57","August 11, 23","0.0026506",
"2023-08-10","179.48","180.75","177.6","177.97","176.44","54686900","54686900","-1.51","-0.84132","178.95","August 10, 23","-0.0084132",
"2023-08-09","180.87","180.93","177.01","178.19","176.65","60378500","60378500","-2.68","-1.48","179.25","August 09, 23","-0.0148",
"2023-08-08","179.69","180.27","177.58","179.8","178.25","67823003","67823003","0.11","0.06121654","179.335","August 08, 23","0.0006121654",
"2023-08-07","182.13","183.13","177.35","178.85","177.31","97576100","97576100","-3.28","-1.8","180.365","August 07, 23","-0.018",
"2023-08-04","185.52","187.38","181.92","181.99","180.42","115956841","115956841","-3.53","-1.9","184.2025","August 04, 23","-0.019",
"2023-08-03","191.57","192.37","190.69","191.17","189.52","62243282","62243282","-0.4","-0.2088","191.45","August 03, 23","-0.002088",
"2023-08-02","195.04","195.18","191.85","192.58","190.92","50389327","50389327","-2.46","-1.26","193.6625","August 02, 23","-0.0126",
"2023-08-01","196.24","196.73","195.28","195.61","193.92","35281426","35281426","-0.63","-0.32104","195.965","August 01, 23","-0.0032104",
"2023-07-31","196.06","196.49","195.26","196.45","194.76","38824113","38824113","0.39","0.19892","196.065","July 31, 23","0.0019892",
"2023-07-28","194.67","196.63","194.14","195.83","194.14","48291443","48291443","1.16","0.59588","195.3175","July 28, 23","0.0059588",
"2023-07-27","196.02","197.2","192.55","193.22","191.56","47460200","47460200","-2.8","-1.43","194.7475","July 27, 23","-0.0143",
"2023-07-26","193.67","195.64","193.32","194.5","192.82","47471900","47471900","0.83","0.42856","194.2825","July 26, 23","0.0042856",
"2023-07-25","193.33","194.44","192.92","193.62","191.95","37283201","37283201","0.29","0.15","193.5775","July 25, 23","0.0015",
"2023-07-24","193.41","194.91","192.25","192.75","191.09","45505097","45505097","-0.66","-0.34124","193.33","July 24, 23","-0.0034124",
"2023-07-21","194.1","194.97","191.23","191.94","190.29","71951683","71951683","-2.16","-1.11","193.06","July 21, 23","-0.0111",
"2023-07-20","195.09","196.47","192.5","193.13","191.47","59581200","59581200","-1.96","-1","194.2975","July 20, 23","-0.01",
"2023-07-19","193.1","198.23","192.65","195.1","193.42","80507323","80507323","2","1.04","194.77","July 19, 23","0.0104",
"2023-07-18","193.35","194.33","192.42","193.73","192.06","48353800","48353800","0.38","0.19653","193.4575","July 18, 23","0.0019653",
"2023-07-17","191.9","194.32","191.81","193.99","192.32","50520200","50520200","2.09","1.09","193.005","July 17, 23","0.0109",
"2023-07-14","190.23","191.18","189.63","190.69","189.05","41616242","41616242","0.46","0.24181","190.4325","July 14, 23","0.0024181",
"2023-07-13","190.5","191.19","189.78","190.54","188.9","41342338","41342338","0.04","0.02099738","190.5025","July 13, 23","0.0002099738",
"2023-07-12","189.68","191.7","188.47","189.77","188.14","60750248","60750248","0.09","0.04744833","189.905","July 12, 23","0.0004744833",
"2023-07-11","189.16","189.3","186.6","188.08","186.46","46638119","46638119","-1.08","-0.57095","188.285","July 11, 23","-0.0057095",
"2023-07-10","189.26","189.99","187.04","188.61","186.99","59922200","59922200","-0.65","-0.34344","188.725","July 10, 23","-0.0034344",
"2023-07-07","191.41","192.67","190.24","190.68","189.04","46814998","46814998","-0.73","-0.38138","191.25","July 07, 23","-0.0038138",
"2023-07-06","189.84","192.02","189.2","191.81","190.16","45156009","45156009","1.97","1.04","190.7175","July 06, 23","0.0104",
"2023-07-05","191.57","192.98","190.62","191.33","189.68","46920300","46920300","-0.235","-0.12528","191.625","July 05, 23","-0.0012528",
"2023-07-03","193.78","193.88","191.76","192.46","190.8","31458200","31458200","-1.32","-0.68118","192.97","July 03, 23","-0.0068118",
"2023-06-30","191.63","194.48","191.26","193.97","192.3","85213216","85213216","2.34","1.22","192.835","June 30, 23","0.0122",
"2023-06-29","189.08","190.07","188.94","189.59","187.96","46347308","46347308","0.51","0.26973","189.42","June 29, 23","0.0026973",
"2023-06-28","187.93","189.9","187.6","189.25","187.62","51216801","51216801","1.32","0.70239","188.67","June 28, 23","0.0070239",
"2023-06-27","185.89","188.39","185.67","188.06","186.44","50730846","50730846","2.17","1.17","187.0025","June 27, 23","0.0117",
"2023-06-26","186.83","188.05","185.23","185.27","183.67","48088700","48088700","-1.56","-0.83498","186.345","June 26, 23","-0.0083498",
"2023-06-23","185.55","187.56","185.01","186.68","185.07","53116996","53116996","1.13","0.609","186.2","June 23, 23","0.00609",
"2023-06-22","183.74","187.05","183.67","187","185.39","51245327","51245327","3.26","1.77","185.365","June 22, 23","0.0177",
"2023-06-21","184.9","185.41","182.59","183.96","182.38","49515700","49515700","-0.94","-0.50838","184.215","June 21, 23","-0.0050838",
"2023-06-20","184.41","186.1","184.41","185.01","183.42","49799100","49799100","0.6","0.32536","184.9825","June 20, 23","0.0032536",
"2023-06-16","186.73","186.99","184.27","184.92","183.33","101256225","101256225","-1.81","-0.96931","185.7275","June 16, 23","-0.0096931",
"2023-06-15","183.96","186.52","183.78","186.01","184.41","65433200","65433200","2.05","1.11","185.0675","June 15, 23","0.0111",
"2023-06-14","183.37","184.39","182.02","183.95","182.37","57462900","57462900","0.58","0.3163","183.4325","June 14, 23","0.003163",
"2023-06-13","182.8","184.15","182.44","183.31","181.73","54929129","54929129","0.51","0.27899","183.175","June 13, 23","0.0027899",
"2023-06-12","181.27","183.89","180.97","183.79","182.21","54754995","54754995","2.52","1.39","182.48","June 12, 23","0.0139",
"2023-06-09","181.5","182.23","180.63","180.96","179.4","48899973","48899973","-0.54","-0.29752","181.33","June 09, 23","-0.0029752",
"2023-06-08","177.9","180.84","177.46","180.57","179.01","50214900","50214900","2.67","1.5","179.1925","June 08, 23","0.015",
"2023-06-07","178.44","181.21","177.32","177.82","176.29","61944615","61944615","-0.62","-0.34746","178.6975","June 07, 23","-0.0034746",
"2023-06-06","179.97","180.12","177.43","179.21","177.67","64848400","64848400","-0.755","-0.42229","179.1825","June 06, 23","-0.0042229",
"2023-06-05","182.63","184.95","178.04","179.58","178.03","121946500","121946500","-3.05","-1.67","181.3","June 05, 23","-0.0167",
"2023-06-02","181.03","181.78","179.26","180.95","179.39","61996913","61996913","-0.08","-0.04419157","180.755","June 02, 23","-0.0004419157",
"2023-06-01","177.7","180.12","176.93","180.09","178.54","68901809","68901809","2.39","1.34","178.71","June 01, 23","0.0134",
"2023-05-31","177.33","179.35","176.76","177.25","175.72","99625300","99625300","-0.075","-0.04511363","177.6725","May 31, 23","-0.0004511363",
"2023-05-30","176.96","178.99","176.57","177.3","175.77","55964401","55964401","0.34","0.19213","177.455","May 30, 23","0.0019213",
"2023-05-26","173.32","175.77","173.11","175.43","173.92","54835000","54835000","2.11","1.22","174.4075","May 26, 23","0.0122",
"2023-05-25","172.41","173.9","171.69","172.99","171.5","56058300","56058300","0.58","0.33641","172.7475","May 25, 23","0.0033641",
"2023-05-24","171.09","172.42","170.52","171.84","170.36","45143500","45143500","0.75","0.43837","171.4675","May 24, 23","0.0043837",
"2023-05-23","173.13","173.38","171.28","171.56","170.08","50747300","50747300","-1.57","-0.90683","172.3375","May 23, 23","-0.0090683",
"2023-05-22","173.98","174.71","173.45","174.2","172.7","43570932","43570932","0.22","0.12645","174.085","May 22, 23","0.0012645",
"2023-05-19","176.39","176.39","174.94","175.16","173.65","55809475","55809475","-1.23","-0.69732","175.72","May 19, 23","-0.0069732",
"2023-05-18","173","175.24","172.58","175.05","173.54","65496700","65496700","2.05","1.18","173.9675","May 18, 23","0.0118",
"2023-05-17","171.71","172.93","170.42","172.69","171.2","57951604","57951604","0.98","0.57073","171.9375","May 17, 23","0.0057073",
"2023-05-16","171.99","173.14","171.8","172.07","170.59","42110300","42110300","0.08","0.04651433","172.25","May 16, 23","0.0004651433",
"2023-05-15","173.16","173.21","171.47","172.07","170.59","37266700","37266700","-1.09","-0.62948","172.4775","May 15, 23","-0.0062948",
"2023-05-12","173.62","174.06","171","172.57","171.08","45533138","45533138","-1.05","-0.60477","172.8125","May 12, 23","-0.0060477",
"2023-05-11","173.85","174.59","172.17","173.75","172.02","49514700","49514700","-0.1","-0.05752085","173.59","May 11, 23","-0.0005752085",
"2023-05-10","173.02","174.03","171.9","173.56","171.82","53724501","53724501","0.535","0.3121","173.1275","May 10, 23","0.003121",
"2023-05-09","173.05","173.54","171.6","171.77","170.06","45326900","45326900","-1.28","-0.73967","172.49","May 09, 23","-0.0073967",
"2023-05-08","172.48","173.85","172.11","173.5","171.77","55962800","55962800","1.02","0.59137","172.985","May 08, 23","0.0059137",
"2023-05-05","170.98","174.3","170.76","173.57","171.84","113453171","113453171","2.59","1.51","172.4025","May 05, 23","0.0151",
"2023-05-04","164.89","167.04","164.31","165.79","164.13","81235427","81235427","0.9","0.54582","165.5075","May 04, 23","0.0054582",
"2023-05-03","169.5","170.92","167.16","167.45","165.78","65136018","65136018","-2.05","-1.21","168.7575","May 03, 23","-0.0121",
"2023-05-02","170.09","170.35","167.54","168.54","166.86","48425700","48425700","-1.55","-0.91128","169.13","May 02, 23","-0.0091128",
"2023-05-01","169.28","170.45","168.64","169.59","167.9","52472936","52472936","0.31","0.18313","169.49","May 01, 23","0.0018313",
"2023-04-28","168.49","169.85","167.88","169.68","167.99","55275851","55275851","1.19","0.70627","168.975","April 28, 23","0.0070627",
"2023-04-27","165.19","168.56","165.19","168.41","166.73","64902329","64902329","3.22","1.95","166.8375","April 27, 23","0.0195",
"2023-04-26","163.06","165.28","162.8","163.76","162.13","45498800","45498800","0.705","0.42929","163.725","April 26, 23","0.0042929",
"2023-04-25","165.19","166.31","163.73","163.77","162.13","48714100","48714100","-1.42","-0.85962","164.75","April 25, 23","-0.0085962",
"2023-04-24","165","165.6","163.89","165.33","163.68","41949600","41949600","0.33","0.2","164.955","April 24, 23","0.002",
"2023-04-21","165.05","166.45","164.49","165.02","163.37","58337341","58337341","-0.03","-0.01817631","165.2525","April 21, 23","-0.0001817631",
"2023-04-20","166.09","167.87","165.56","166.65","164.99","52456400","52456400","0.56","0.33717","166.5425","April 20, 23","0.0033717",
"2023-04-19","165.8","168.16","165.54","167.63","165.96","47720200","47720200","1.83","1.1","166.7825","April 19, 23","0.011",
"2023-04-18","166.1","167.41","165.65","166.47","164.81","49923008","49923008","0.37","0.22276","166.4075","April 18, 23","0.0022276",
"2023-04-17","165.09","165.39","164.03","165.23","163.58","41516217","41516217","0.14","0.08480223","164.935","April 17, 23","0.0008480223",
